类别,文本,分词结果,label
2,《秘密森林》或将推出第三季 制作公司称在讨论中,秘密 森林 推出 第三季 制作 公司 讨论,2
2,横滨流星分享新片拍摄感受 称太投入差点失去意识,横滨 流星 分享 新片 拍摄 感受 称太 投入 差点 意识,0
2,青年人为什么爱上脱口秀？,青年人 爱上 脱口秀,0
2,林峯：抛开杂念 对得起自己就好,抛开 杂念 对得起,0
2,《时间的答卷》第二季 聂海胜带观众回望飞天之路,时间 答卷 第二季 聂海胜 观众 回望 飞天,0
2,"《齐鲁晚报》评詹雯婷：灵魂歌者,归来仍是主场",齐鲁晚报 评詹雯婷 灵魂 歌者 归来 主场,0
2,艺术总监毛卫宁揭秘《我们这十年》创作密码,艺术总监 毛卫宁 揭秘 十年 创作 密码,0
2,评论：主旋律剧“平民史诗”霸屏,评论 主旋律 平民 史诗 霸屏,0
2,评《我们这十年》之《前海》：希望永远动人,十年 希望 永远 动人,0
2,评《我们这十年》：《唐宫夜宴》又回来了,十年 唐宫 夜宴 回来,0
2,青春校园剧刮起喜剧风,青春校园 刮起 喜剧,0
2,嘉宾压宝金钟奖得主 小S说最大对手是黄子佼,嘉宾 压宝 金钟奖 得主 对手 黄子佼,0
2,《底线》：法治剧类型突破 主旋律题材剧的烟火气,底线 法治 类型 突破 主旋律 题材 烟火,0
2,小演员在角色中不断成长,小演员 角色 成长,0
2,新剧角色有些“离经叛道” 姚晨的大女主味道变了,新剧 角色 离经叛道 姚晨 女主 味道,0
2,从《三悦有了新工作》看用户圈层,三悦 工作 用户 圈层,0
2,《三悦》导演李漠：用平静的心态谈论“生死”,三悦 导演 李漠 平静 心态 谈论 生死,0
2,蔡文静：诠释新时代法官须把握“分寸感”,蔡文静 诠释 时代 法官 把握 分寸,0
2,《底线》导演：法治剧要拍出法官真实烟火气,底线 导演 法治 剧要 拍出 法官 真实 烟火,0
2,《唐宫夜宴》编剧揭秘“唐宫小姐姐”诞生幕后,唐宫 夜宴 编剧 揭秘 唐宫 小姐姐 诞生 幕后,0
2,刘雪松：《前海》打动人的不是成功而是希望,雪松 打动 成功 希望,0
2,《最后生还者》剧版曝预告 佩德罗·帕斯卡领衔,生还者 剧版 预告 佩德罗 帕斯卡 领衔,0
2,《披荆斩棘》民谣诗人马頔：甘愿投奔市井生活,披荆斩棘 民谣 诗人 马頔 甘愿 投奔 市井 生活,0
2,时隔六年开嗓？蕾哈娜将为《黑豹2》献唱2首新歌,时隔 六年 哈娜 黑豹 献唱 首新歌,0
2,吴卓羲：认真做演员，轻松做自己,吴卓羲 演员 轻松,0
2,“碧梨”新恋情曝光 男友为31岁歌手杰西卢瑟福,碧梨 恋情 曝光 男友 歌手 杰西 卢瑟福,0
2,《时间的答卷》展现奋斗者号总设计师叶聪的梦想,时间 答卷 展现 奋斗者 设计师 叶聪 梦想,0
2,国庆档影片正能量汇聚 《万里归途》满意度领跑,国庆 影片 能量 汇聚 万里 归途 满意度 领跑,0
2,王家卫《繁花》还在拍 网友：胡歌从30多拍到40了,王家卫 繁花 网友 胡歌,0
2,《这十年·追光之夜》：以时间为轴追光祖国发展,十年 追光 之夜 时间 追光 祖国 发展,0
2,《美国偶像》亚军史彭斯因车祸去世 享年23岁,美国 偶像 亚军 彭斯 因车祸 去世 享年,3
2,《幸福中国》首播 跨越千年看遍今日幸福中国,幸福 中国 首播 跨越 千年 看遍 今日 幸福 中国,2
2,lulu被影射双面人 黄子佼出面为lulu发声,影射 双面 黄子佼 出面 发声,0
2,《时间的答卷2》定档 讲述榜样人物的追梦故事,时间 答卷 定档 讲述 榜样 人物 追梦 故事,0
2,霉霉2023巡演或将于11月开始售票 规模盛大受期待,霉霉 巡演 售票 规模 盛大 期待,0
2,电影《如果爱就表白》开机 展现大理风土人情,电影 表白 开机 展现 大理 风土人情,0
2,《闪耀吧！中华文明》：用新的表达方式讲新故事,闪耀 中华文明 表达方式 讲新 故事,0
2,总导演独家揭秘《2022重阳奇妙游》“小心机”,总导演 独家 揭秘 重阳 奇妙 小心,0
2,曝《四月间事》将影视化 改编自尾鱼小说,四月 间事 影视 改编自 尾鱼 小说,0
2,谢泽成郭耘奇：爆笑的东西一觉醒来可能不好笑了,谢泽成 郭耘 爆笑 东西 觉醒 不好,0
2,置身六大文明考古现场 陈坤直言三星堆超出想象,置身 六大 文明 考古 现场 陈坤 直言 三星堆 超出 想象,0
2,音乐人77Ke柯棨棋创作并演唱《Take It Away》,音乐 创作 演唱,0
2,布兰妮发文回应母亲的道歉：收回你的道歉,布兰妮 发文 回应 母亲 道歉 收回 道歉,0
2,万里归途背后是祖国对海外侨胞安全的念兹在兹,万里 归途 背后 祖国 海外侨胞 念兹在兹,0
2,许玮甯自曝胸部曾长肿块 拍X光痛到哭出来,许玮 胸部 曾长 肿块 光痛,0
2,吴慷仁幽默分享被虎头蜂蛰经历 已被送往医院治疗,吴慷仁 幽默 分享 虎头蜂 经历 送往 医院 治疗,0
2,黄圣依主演话剧《让我牵着你的手》上海开演,黄圣依 主演 话剧 上海 开演,0
2,任天堂影业成立：拥有105名员工 11月开放招聘,任天堂 影业 成立 拥有 员工 开放 招聘,0
2,罗永浩发文评《脱口秀5》 为优秀选手淘汰叹可惜,罗永浩 发文 脱口秀 优秀 选手 淘汰 可惜,0
2,韦礼安婚后首露面！曝求婚细节逼哭老婆,韦礼安 婚后 露面 求婚 细节 老婆,0
2,影迷评《万里归途》：震撼感动 扣人心弦,影迷 万里 归途 震撼 感动 扣人心弦,0
2,致敬英雄！网络电影《特级英雄黄继光》今日上线,致敬 英雄 网络 电影 特级 英雄 黄继光 今日 上线,0
2,《人猿泰山》将拍新版电影 迎合21世纪观众审美,人猿泰山 新版 电影 迎合 世纪 观众 审美,0
2,崔娃Trevor Noah最新宣布将离开《每日秀》,崔娃 最新 离开 每日,0
2,《沸腾校园》：以舞蹈为介质，呈现青年人另一面,沸腾 校园 舞蹈 介质 呈现 青年人 另一面,0
2,影迷评《平凡英雄》：真情实感 打动人心,影迷 平凡 英雄 真情实感 打动 人心,0
2,影迷评《钢铁意志》：真情演绎 深入人心,影迷 钢铁 意志 真情 演绎 深入人心,0
2,俄罗斯电影佳片大赏揭幕 将展映《太空救援》等片,俄罗斯 电影 佳片 大赏 揭幕 展映 太空 救援 等片,0
2,近三月电影观众满意度达84.7分 《独行月球》领先,三月 电影 观众 满意度 独行 月球 领先,0
2,新浪观影团《平凡英雄》首映主创见面会抢票,新浪 观影 平凡 英雄 首映 主创 见面会 抢票,0
2,新浪观影团《万里归途》UME影城免费抢票,新浪 观影 万里 归途 影城 免费 抢票,0
2,新浪观影团《钢铁意志》首映主创见面会免费抢票,新浪 观影 钢铁 意志 首映 主创 见面会 免费 抢票,0
2,新浪观影团《长空之王》卢米埃影城免费抢票,新浪 观影 长空 之王 卢米 影城 免费 抢票,0
2,脱口秀大会因为保守所以退步？,脱口秀 大会 保守 退步,0
2,星海音乐学院音乐剧《殷红木棉》广州大剧院上演,星海 音乐学院 音乐剧 殷红 木棉 广州 剧院 上演,0
2,陈奕迅12月重临红馆跨年开唱 门票将公开发售,陈奕迅 重临 红馆 开唱 门票 公开 发售,0
2,大卫·哈伯主演《GT赛车》 尼尔·布洛姆坎普执导,大卫 哈伯 主演 赛车 尼尔 布洛姆 坎普 执导,0
2,米高梅拿下《养蜂人》发行权 杰森·斯坦森主演,米高梅 拿下 养蜂人 发行权 杰森 斯坦森 主演,0
2,2022猎鹰计划文化润疆短片创作季在京启动,猎鹰 计划 文化 润疆 短片 创作 季在京 启动,0
2,《光环》真人剧集第二季开拍 吸血鬼日记男星加盟,光环 真人 剧集 第二季 开拍 吸血鬼 日记 男星 加盟,0
2,《与爱共舞》发布预告 聚焦惠特妮·休斯顿生平,共舞 发布 预告 聚焦 惠特妮 休斯顿 生平,0
2,“爱情代餐”成观众刚需 20档恋综挤爆综艺新赛道,爱情 代餐 观众 刚需 档恋 挤爆 综艺 赛道,0
2,澳涞坞论坛：电影人纵论如何拓展国产片题材类型,澳涞坞 论坛 电影 纵论 拓展 国产片 题材 类型,0
2,2022中国电影美学年会在线上顺利召开,中国 电影 美学 年会 在线 顺利,2
2,《东八区的先生们》差评如潮暴露了什么,东八区 差评 如潮 暴露,0
2,新剧角色油腻 某演员的“霸总情结”令人反感,新剧 角色 油腻 演员 情结 令人 反感,0
2,利用大数据找出渣男？律师:影视照进现实须谨慎,利用 数据 找出 律师 影视 照进 现实 谨慎,0
2,《麓山之歌》焦俊艳:中国女工小小人儿大大力量,山之歌 焦俊艳 中国 女工 小人儿 力量,2
2,豆瓣2.2 谁该为烂剧《东八区的先生们》负责？,豆瓣 烂剧 东八区 负责,0
2,《披荆斩棘》任贤齐苏有朋林峯回忆阿嬷泪目,披荆斩棘 任贤齐 苏有朋 回忆 阿嬷 泪目,0
2,《星星的约定》开播 Twins王心凌大理洱海骑行,星星 约定 开播 王心凌 大理 洱海 骑行,0
2,《打工不如打电话》程璐赵晓卉疏解打工人情绪,打工 打电话 程璐 赵晓卉 疏解 工人 情绪,0
2,脱口秀新人毛豆炸场：我可讲的“破事儿”特别多,脱口秀 新人 毛豆 炸场 事儿 特别,0
2,张晓涵中秋登《戏宇宙》 《惊世鸿图》唱一腔抱负,张晓涵 中秋 宇宙 惊世 鸿图 一腔 抱负,0
2,戚琦俞灏明献唱《古韵新声》 祝福中秋佳节,戚琦 明献唱 古韵 新声 祝福 中秋佳节,0
2,音乐剧《殷红木棉》9月19、20日在广州大剧院将演,音乐剧 殷红 木棉 广州 剧院 将演,0
2,影迷评《还是觉得你最好》：笑中带泪 港味十足,影迷 带泪 味十足,0
2,后街男孩将发行一张圣诞专辑 目前先行曲先行曲,男孩 发行 一张 圣诞 专辑 先行 先行,0
2,影迷评《世间有她》：真情实感 贴近生活,影迷 世间 真情实感 贴近生活,0
2,影迷评《妈妈！》：演技精湛 感人至深,影迷 妈妈 演技 精湛 感人至深,0
2,Mirror演唱会受伤伴舞首发声:安然面对长期治疗,演唱会 受伤 伴舞 首发 安然 面对 长期 治疗,0
2,王阳回应出演中国版《鬼怪》:别拿我开玩笑了,王阳 回应 出演 中国 鬼怪 开玩笑,2
2,第33届华鼎奖荣誉揭晓：《爱情神话》获最佳影片,届华鼎奖 荣誉 揭晓 爱情 神话 最佳影片,0
2,新浪观影团《还是觉得你最好》UME影城免费抢票,新浪 观影 影城 免费 抢票,0
2,《西出玉门》倪妮白宇联合声明 共同抵制恶意造谣,西出 玉门 倪妮 白宇 联合声明 抵制 恶意 造谣,0
2,浙江卫视公布《隐秘的高手》等新节目拟邀阵容,浙江 卫视 公布 隐秘 高手 节目 拟邀 阵容,0
2,网飞将重启《天线宝宝》 将于11月14日上线,网飞 重启 天线宝宝 上线,0
2,齐鲁晚报评慢综艺：类型泛化　追求自然,齐鲁晚报 评慢 综艺 类型 泛化 追求 自然,0
2,韩喜剧片《六合彩》票房十天连冠 《狩猎》排第二,喜剧片 六合彩 票房 十天 连冠 狩猎,0
2,第33届华鼎奖终身成就奖揭晓 导演肖桂云获奖,届华鼎奖 终身 成就奖 揭晓 导演 肖桂云 获奖,0
2,王心凌晒雨中伞下生日照 许愿所有人健康平安,王心 凌晒雨 中伞 下生 日照 许愿 所有人 健康 平安,0
2,任嘉伦回应cos玲娜贝儿 直言不认识一心做实验,任嘉伦 回应 玲娜 贝儿 直言 一心 实验,0
2,新浪观影团《妈妈！》卢米埃影城抢票,新浪 观影 妈妈 卢米 影城 抢票,0
2,新浪观影团《世间有她》卢米埃影城抢票,新浪 观影 世间 卢米 影城 抢票,0
2,高艳津子表示北京现代舞团永不解散 姜文等同见证,高艳津子 北京 现代舞团 永不 解散 姜文 等同 见证,0
2,电影《一片绿洲》开机 一老一少开启自我救赎之旅,电影 绿洲 开机 一老一少 开启 自我 救赎 之旅,0
2,《披荆斩棘》一公舞台来袭 杜德伟再现经典造型,披荆斩棘 一公 舞台 来袭 杜德伟 再现 经典 造型,0
1,日本外相证实：北约拟在日本开设联络处 细节还未定,日本 外相 证实 北约 日本 开设 联络处 细节 未定,0
1,美太空公司：中国航天器可捕捉对接卫星 还能摧毁它,太空 公司 中国 航天器 捕捉 对接 卫星 摧毁,2
1,日本自卫队考虑允许招募文身者 有民众对此表示担忧,日本自卫队 招募 文身 民众 对此 担忧,0
1,要介入台海？北约秘书长：是欧洲组织 只保卫成员国,介入 台海 北约 秘书长 欧洲 组织 保卫 成员国,0
1,美国强烈鼓励邀台湾地区参与世卫大会 中方坚决反对,美国 鼓励 台湾地区 参与 世卫 大会 中方 反对,3
1,首场主场外交大戏，受邀的为何是中亚五国？,首场 主场 外交 大戏 受邀 中亚 五国,0
1,韩国将派遣福岛核污染水排海考察团 在日停留4天以上,韩国 派遣 福岛 核污染 水排 考察团 停留,0
1,对抗中国？美国宣布正式在汤加开设大使馆,对抗 中国 美国 正式 汤加 开设 大使馆,3
1,台中捷运遭吊车砸中：车厢被铁架刺穿 已致一人身亡,捷运 吊车 车厢 铁架 刺穿 已致 一人 身亡,0
1,中新（西兰）两军举行第11次战略对话,西兰 两军 战略 对话,0
1,英国核专家批日本排污入海计划：违反国际法,英国 专家 日本 排污 入海 计划 违反 国际法,0
1,泽连斯基抨击欧盟限制乌克兰粮食出口：绝对不可接受,连斯基 抨击 欧盟 乌克兰 粮食 出口 接受,0
1,多个西方国家就美枪支暴力发出旅行警告：旅行要小心,多个 西方 国家 枪支 暴力 发出 旅行 警告 旅行 小心,0
1,韩国最新民调：尹锡悦就职一周年，施政差评率60%,韩国 最新 民调 尹锡悦 就职 一周年 施政 评率,0
1,巴媒：巴基斯坦前总理伊姆兰·汗被捕,巴媒 巴基斯坦 总理 伊姆兰 被捕,0
1,俄驻美大使指责美国阻挠二战老兵赴俄庆祝胜利日,俄驻 大使 指责 美国 阻挠 二战 老兵 庆祝 胜利,3
1,白宫：美国对叙利亚单边制裁将再延长一年,白宫 美国 叙利亚 单边制裁 延长 一年,3
1,因内部分歧 欧盟近期或无法就新一轮对俄制裁达成一致,内部 分歧 欧盟 近期 新一轮 制裁 达成,0
1,印度空军一战机训练中坠入村庄 致3名村民在家中死亡,印度 空军 战机 训练 坠入 村庄 村民 家中 死亡,0
1,基辛格：中国加入后 俄乌谈判年底前将迎来关键时刻,基辛格 中国 俄乌 谈判 年底 迎来 关键时刻,2
1,和中国竞争？美国被曝要在中东修铁路,中国 竞争 美国 曝要 中东 修铁路,3
1,第一共和银行被接管 是美国“银行倒闭史”上第二大,第一 共和 银行 接管 美国 银行 倒闭,3
1,俄罗斯布良斯克州发生爆炸 一货运列车脱轨,俄罗斯 布良斯克 发生爆炸 货运 列车 脱轨,0
1,美墨边境移民激增 得州不堪重负,美墨 边境 移民 激增 不堪重负,0
1,韩国在野党成员登上独岛：谴责政府“屈辱外交”,韩国 在野党 成员 登上 独岛 谴责 政府 屈辱 外交,0
1,菲总统启程访美：将优先事项是寻求扩大“经济接触”,总统 启程 访美 优先 事项 寻求 经济 接触,0
1,立陶宛总统：在俄乌冲突结束前 乌克兰无法加入北约,立陶宛 总统 冲突 结束 乌克兰 北约,0
1,大连湾海底隧道今天正式通车 城市快速路连接南北城区,大连湾 海底隧道 正式 通车 城市 快速路 连接 南北 城区,0
1,美国芝加哥周末多地发生枪击案 造成18人中枪3人死亡,美国 芝加哥 周末 多地 发生 枪击案 人中枪 死亡,3
1,美民调:八成民众不满国家现状 多数人对发展前景悲观,民调 民众 国家 现状 发展前景 悲观,0
1,特朗普被曝将在这一关键州集会 与德桑蒂斯隔空对阵,特朗普 关键 集会 德桑蒂斯 隔空 对阵,0
1,巴基斯坦驻华大使感谢中方帮助巴侨民从苏丹平安撤离,巴基斯坦 驻华大使 感谢 中方 侨民 苏丹 平安 撤离,0
1,默克尔称尽力阻止俄乌发生冲突 乌高官不满：找借口,默克尔 尽力 阻止 俄乌 发生冲突 高官 借口,0
1,日媒：福岛第一核电站地下高辐射性沙袋处理或成难题,日媒 福岛 第一 核电站 地下 辐射性 沙袋 或成 难题,0
1,尹锡悦访美引发舆论 朝中社：仰美国鼻息、丑态百出,尹锡悦 访美 引发 舆论 朝中社 美国 鼻息 丑态百出,3
1,菲律宾总统访美见拜登 美官员放风：将达成两项协议,菲律宾 总统 访美 拜登 官员 放风 达成 两项 协议,0
1,一运砂船在菲海域倾覆：12名中国船员获救 2人遇难,一运砂 海域 倾覆 中国 船员 获救 遇难,2
1,乌克兰喊话欧盟：明年起码再援助180亿欧元！,乌克兰 喊话 欧盟 明年 起码 援助 欧元,0
1,英核潜艇机密现身酒吧厕所？英军：不含机密 正调查,核潜艇 机密 现身 酒吧 厕所 英军 机密 调查,0
1,国防部：中新将举行“中新合作-2023”海上联合演习,国防部 中新 合作 海上 联合演习,0
1,美尼米兹号航母重回南海引猜测，专家：为军演看场子,尼米兹 航母 重回 南海 猜测 专家 军演 场子,0
1,美军无人机中东发现不明飞行物：银色球体呈半透明状,美军 无人机 中东 发现 不明飞行物 银色 球体 半透明,0
1,巴拉圭总统候选人谈与台湾交往 吴钊燮又“困扰”了,巴拉圭 总统 候选人 台湾 交往 吴钊燮 困扰,0
1,商务部证实上周美商务部官员到访北京,商务部 证实 上周 商务部 官员 到访 北京,0
1,土内政部长:全世界都讨厌美国 欧洲是美国车队的骡子,内政部长 全世界 讨厌 美国 欧洲 美国 车队 骡子,3
1,巴基斯坦：已下单首笔廉价俄油 未来每天进口10万桶,巴基斯坦 下单 首笔 廉价 俄油 未来 进口 万桶,0
1,美纽约市长抨击白宫移民政策 称移民正遭受剥削虐待,纽约 市长 抨击 白宫 移民 政策 移民 遭受 剥削 虐待,0
1,美退役卫星在乌克兰基辅坠落？NASA否认：卫星仍在轨,退役 卫星 乌克兰 基辅 坠落 否认 卫星,0
1,俄派“间谍船”在北海“破坏基础设施”？克宫驳斥,俄派 间谍 北海 破坏 基础设施 克宫 驳斥,0
1,中非找到中国公民遇袭事件的凶手，外交部回应：严惩,中非 找到 中国 公民 遇袭 事件 凶手 外交部 回应 严惩,2
1,汪文斌：中国南极站的建设符合国际规则 不必要关切,汪文斌 中国 南极 建设 符合国际 规则 不必要 关切,2
1,外交部回应尹锡悦言论:台湾问题不容他人置喙,外交部 回应 尹锡悦 言论 台湾 不容 置喙,0
1,日本国会收到炸弹威胁称21日下午1时34分开始大屠杀,日本国会 收到 炸弹 威胁 大屠杀,0
1,海南三沙海警局查获非法捕捞渔获物320000余斤,海南 沙海 警局 查获 非法 捕捞 渔获 余斤,0
1,美国一周发生3起由误会引发的枪击案 引发美民众恐慌,美国 一周 发生 误会 引发 枪击案 引发 民众 恐慌,3
1,台北101大楼遭雷击瞬间：紫光乍现照亮全城 民众惊叹,台北 大楼 遭雷击 瞬间 紫光 乍现 照亮 全城 民众 惊叹,0
1,俄副外长：去美元化是一种趋势 近些年开始加速,副外长 美元 化是 一种 趋势 近些年 加速,0
1,也门萨那踩踏事件已致至少80人死亡 涉事商人被逮捕,门萨 踩踏 事件 已致 至少 死亡 涉事 商人 逮捕,0
1,五角大楼官员报告发现UFO飞越中东上空 又扯上中俄,五角大楼 官员 报告 发现 飞越 中东 上空,0
1,普京建议：“少先队”回归俄罗斯 没有意识形态色彩,普京 建议 少先队 回归 俄罗斯 意识形态 色彩,0
1,"台湾17岁少年街头扫射42枪：投案后仅称""心情不好""",台湾 少年 街头 扫射 投案 后仅 心情 不好,0
1,马斯克：美增加军费预算 最快方法就是摆出个外星人,马斯克 增加 军费 预算 最快 方法 摆出 外星人,0
1,菲律宾外长：美国不能在菲存放“防卫台湾”的武器,菲律宾 外长 美国 存放 防卫 台湾 武器,3
1,苏丹首都突发武装冲突 中国使馆提醒中国公民避免外出,苏丹 首都 突发 武装冲突 中国使馆 提醒 中国 公民 外出,2
1,俄今春征召2.1万人 首批新兵4月20日起前往境内驻地,今春 征召 万人 首批 新兵 日起 前往 境内 驻地,0
1,你拍的可能不只是一张风景照！,一张 风景,0
1,岸田文雄道歉：让很多人担心 给他们带来麻烦,岸田文雄 道歉 担心 带来 麻烦,0
1,特朗普：美元不再是世界标准 将是美200年来最大失败,特朗普 美元 世界 标准 失败,0
1,福岛第一核电站1号机组反应堆压力容器底部或现穿孔,福岛 第一 核电站 机组 反应堆 压力容器 底部 或现 穿孔,0
1,新一代雷达首秀世界雷达博览会，反隐身体系拼图进一步完善,新一代 雷达 首秀 世界 雷达 博览会 隐身 体系 拼图 进一步 完善,0
1,波媒：法国正阻止欧盟出资20亿欧元为乌供应弹药决定,波媒 法国 阻止 欧盟 出资 欧元 供应 弹药,0
1,美媒：美国绝密文件泄露源头或在五角大楼之外,美媒 美国 绝密文件 泄露 源头 五角大楼 之外,3
1,韩在野党党首：难排除美国监听 属实将敦促美方道歉,在野党 党首 排除 美国 监听 属实 敦促 美方 道歉,3
1,美防长首谈泄密事件：机密文件泄露一个多月后才知道,美防长 首谈 泄密 事件 机密文件 泄露 一个多月,0
1,外媒:涉多国机密情报文件曝光网络 泄密者或来自美国,外媒 涉多国 机密 情报 文件 曝光 网络 泄密者 美国,3
1,成千上万人逃离俄勒冈州:恐惧枪支暴力 不满政府措施,成千上万 逃离 俄勒冈州 恐惧 枪支 暴力 政府 措施,0
1,美芝加哥“暴力周末”致至少13人中枪 2名青少年死亡,芝加哥 暴力 周末 至少 人中枪 青少年 死亡,0
1,外媒称山东舰开启首次远海训练 专家：只是水到渠成,外媒称 山东 开启 首次 远海 训练 专家 水到渠成,0
1,泽连斯基承认：有下令巴赫穆特守军撤离的可能性,连斯基 承认 下令 巴赫 穆特 守军 撤离 可能性,0
1,波兰总统宣布:已向乌转交8架米格战机 将会再交付6架,波兰 总统 转交 米格 战机 将会 交付,0
1,澳大利亚总理：还没有收到访华邀请 若收到将会接收,澳大利亚 总理 收到 访华 邀请 收到 将会 接收,0
1,普京向17位新任驻俄大使讲话 这话单独说给美国大使,普京 新任 大使 讲话 这话 单独 美国 大使,3
1,俄方宣布：已向白俄移交可进行核打击的战术导弹系统,俄方 白俄 移交 核打击 战术导弹 系统,0
1,我驻塞尔维亚使馆深切缅怀北约轰炸中牺牲的三位烈士,塞尔维亚 使馆 深切 缅怀 北约 轰炸 牺牲 三位 烈士,0
1,"美数百""卧底""警察资料遭泄露:恐威胁生命 政府被起诉",数百 卧底 警察 资料 泄露 威胁 生命 政府 起诉,0
1,东部战区发布追思海报 台湾岛地图高亮融入中国全图,东部 战区 发布 追思 海报 台湾岛 地图 高亮 融入 中国 全图,2
1,美军招募难放宽限制 数百万肥胖年轻人或有资格入伍,美军 招募 放宽 数百万 肥胖 年轻人 资格 入伍,0
1,特朗普又预告“自首”行程：周二早上去法院,特朗普 预告 自首 行程 周二 早上 法院,0
1,沙伊两国外长再次通电话：同意未来数天内会面,沙伊 国外 通电话 同意 未来 数天 会面,0
1,美记者：刑事起诉让特朗普非常愤怒 其团队措手不及,刑事 起诉 特朗普 愤怒 团队 措手不及,0
1,俄“瓦格纳”宣布：俄国旗已在巴赫穆特市政大楼升起,瓦格纳 俄国 巴赫 穆特 市政 大楼 升起,0
1,美驻土大使访问反对党总统候选人 遭到埃尔多安抨击,美驻 大使 访问 反对党 总统 候选人 尔多 抨击,0
1,狂烧20小时！韩媒：韩首尔仁王山山火扑灭率98%,狂烧 小时 韩媒 首尔 仁王山 山火 扑灭,0
1,"白宫发布""剪映""制作视频 背景乐为TikTok模板附带音乐",白宫 发布 剪映 制作 视频 背景 乐为 模板 附带 音乐,0
1,日媒称日方希望韩国恢复进口福岛海产品 遭韩方拒绝,日媒称 日方 希望 韩国 恢复 进口 福岛 海产品 韩方 拒绝,0
1,美军黑鹰直升机相撞坠毁：隶属101空降师 现场曝光,美军 黑鹰 直升机 相撞 坠毁 隶属 空降师 现场 曝光,0
1,德国前军官：军事支持乌克兰会延长冲突,德国 军官 军事 支持 乌克兰 延长 冲突,0
1,普京宣布将在白俄罗斯部署核武 五角大楼、白宫回应,普京 白俄罗斯 部署 核武 五角大楼 白宫 回应,0
1,洪都拉斯宣布与台湾“断交” 美媒：这是美国的挫败,洪都拉斯 台湾 断交 美媒 这是 美国 挫败,3
1,美在叙非法驻军军事基地突发爆炸 美军飞机上空盘旋,美在 非法 驻军 军事基地 突发 爆炸 美军 飞机 上空 盘旋,0
1,欧洲各国领导人正争相访华：“我们不能失去中国”,欧洲各国 领导人 争相 访华 中国,2
1,美军第二艘福特级航母“肯尼迪”号交付推迟至2025年,美军 第二艘 特级 航母 肯尼迪 交付 推迟,0
1,外交部：美国阻挠别国劝和促谈的努力，用心何在？,外交部 美国 阻挠 别国 促谈 努力 用心 何在,3
1,中国警方成功引渡一嫌疑人：杀害民警，逃俄27年！,中国 警方 成功 引渡 嫌疑人 杀害 民警,2
1,国防部新闻发言人就美舰擅闯中国西沙领海发表谈话,国防部 新闻 发言人 美舰 擅闯 中国 西沙 领海 发表谈话,2
1,外媒：沙特与叙利亚11年来首次对话 将恢复领事服务,外媒 沙特 叙利亚 首次 对话 恢复 领事 服务,0
1,美重返教科文组织？外交部：望其初衷是承担国际责任,重返 教科文组织 外交部 初衷 承担 国际 责任,0
1,"俄媒：联合国安理会将表决有关""北溪""事件的决议草案",俄媒 联合国安理会 表决 北溪 事件 决议 草案,0
1,蒙古国总理谈AUKUS 中方：希望有关国家摒弃冷战思维,蒙古国 总理 中方 希望 国家 摒弃 冷战 思维,0
1,美方想重新进联合国教科文组织 中方表态,美方 联合国教科文组织 中方 表态,0
1,美诋毁中俄联合声明 我外交部反呛：美国用心何在？,诋毁 联合声明 外交部 美国 用心 何在,3
1,沙特与叙利亚近期近期重启两国大使馆 中方欢迎,沙特 叙利亚 近期 近期 重启 大使馆 中方,0
1,柬首相称不会同他国结伙遏制打压另一国家 中方回应,首相 他国 结伙 遏制 打压 国家 中方 回应,0
1,"特朗普称如被起诉或将""引发死亡"" 被指为引怒支持者",特朗普 称如 起诉 引发 死亡 指为 引怒 支持者,0
1,汇聚高精尖，“雷达天团”将集中亮相第十届世界雷达博览会,汇聚 高精尖 雷达 天团 亮相 世界 雷达 博览会,0
1,伊朗西北部5.6级地震 我使馆：暂无中国公民伤亡报告,伊朗 西北部 地震 使馆 暂无 中国 公民 伤亡 报告,2
1,首架在我国完成总装的空客A321飞机正式交付,首架 我国 总装 空客 飞机 正式 交付,0
1,“鹰”式装甲车现身俄乌冲突前线 瑞士政府开始调查,装甲车 现身 俄乌 冲突 前线 瑞士政府 调查,0
1,西部陆海新通道首列新能源汽车铁海联运班列抵达钦州,西部 陆海 通道 首列 新能源 汽车 铁海 联运 班列 抵达 钦州,0
1,见拜登前 特鲁多猛提中国：要进行接触、竞争和对抗,拜登 特鲁多 猛提 中国 接触 竞争 对抗,2
1,日本排污入海临近 韩增加设备人力检测海洋放射性物质,日本 排污 入海 临近 增加 设备 人力 检测 海洋 放射性物质,0
1,驻洛杉矶总领馆：一名中国学者在加拿大火灾中失踪,洛杉矶 总领馆 一名 中国 学者 加拿大 火灾 失踪,2
1,美国防部证实：是拜登授权美军对叙利亚东部进行空袭,美国防部 证实 拜登 授权 美军 叙利亚 东部 空袭,0
1,美国一高中生枪击2名教职工后逃跑 疑其遗体已被发现,美国 高中生 枪击 教职工 逃跑 疑其 遗体 发现,3
1,日媒：日本黑帮高龄化倾向明显 半数成员为50岁以上,日媒 日本 黑帮 高龄 倾向 半数 成员,0
1,所罗门群岛旧港翻修 中企拿下数百万美元合同,所罗门群岛 旧港 翻修 中企 拿下 数百万美元 合同,0
1,韩议员学者抗议“屈辱外交” 谴责韩美日新冷战图谋,议员 学者 抗议 屈辱 外交 谴责 韩美 日新 冷战 图谋,0
1,美议员提案：禁止国会成员及家属持有交易股票,议员 提案 禁止 国会 成员 家属 持有 交易 股票,0
