,support
"'breakfast food',margarine,fruit",0.16817985300475574
"'baking needs',biscuits,juice-sat-cord-ms,'party snack foods'",0.16817985300475574
"beef,'bread and cake','baking needs',vegetables",0.16817985300475574
"'bread and cake','pet foods','baking needs',fruit",0.16817985300475574
"vegetables,'frozen foods','baking needs',fruit,milk-cream",0.16817985300475574
"'bread and cake',vegetables,'frozen foods','party snack foods',fruit",0.16796368352788585
"'bread and cake',fruit,vegetables,juice-sat-cord-ms,biscuits",0.16796368352788585
"stationary,juice-sat-cord-ms",0.16774751405101598
"'pet foods',vegetables,'party snack foods'",0.16774751405101598
"biscuits,'dairy foods',milk-cream",0.16774751405101598
"'party snack foods',vegetables,'frozen foods',milk-cream",0.16774751405101598
"'party snack foods','baking needs','frozen foods',milk-cream",0.16774751405101598
"'small goods',milk-cream",0.16753134457414612
"jams-spreads,'tissues-paper prd'",0.16753134457414612
"'laundry needs',fruit,milk-cream",0.16753134457414612
"beef,biscuits,'baking needs'",0.16753134457414612
"'bread and cake','laundry needs',juice-sat-cord-ms",0.16753134457414612
"'soft drinks',vegetables,juice-sat-cord-ms",0.16753134457414612
"'breakfast food','bread and cake',vegetables,milk-cream",0.16753134457414612
"'frozen foods','dairy foods',milk-cream",0.16731517509727625
"sauces-gravy-pkle,biscuits,'frozen foods','party snack foods'",0.16731517509727625
"sauces-gravy-pkle,'bread and cake','tissues-paper prd',fruit",0.16731517509727625
"sauces-gravy-pkle,'baking needs',vegetables,biscuits",0.16731517509727625
"margarine,fruit,biscuits,milk-cream",0.16731517509727625
"'frozen foods',margarine,'baking needs',juice-sat-cord-ms",0.16731517509727625
"'bread and cake',vegetables,'tissues-paper prd',fruit,milk-cream",0.16731517509727625
"'bread and cake',vegetables,margarine,fruit,milk-cream",0.16731517509727625
"biscuits,'laundry needs','frozen foods'",0.1670990056204064
"margarine,'tissues-paper prd','baking needs',vegetables",0.1670990056204064
"'breakfast food','bread and cake','baking needs',milk-cream",0.1670990056204064
"confectionary,'frozen foods',milk-cream",0.16688283614353652
"'baking needs','pet foods',juice-sat-cord-ms",0.16688283614353652
"'pet foods','tissues-paper prd',biscuits",0.16688283614353652
"cheese,'baking needs',vegetables,fruit",0.16688283614353652
"margarine,'tissues-paper prd','baking needs','frozen foods'",0.16688283614353652
"'bread and cake','pet foods',biscuits,'frozen foods'",0.16688283614353652
"sauces-gravy-pkle,cheese,'frozen foods'",0.16666666666666666
"'baking needs','tissues-paper prd','laundry needs'",0.16666666666666666
"sauces-gravy-pkle,fruit,'frozen foods',milk-cream",0.16666666666666666
"'party snack foods','baking needs',vegetables,milk-cream",0.16666666666666666
"sauces-gravy-pkle,'bread and cake','baking needs',juice-sat-cord-ms",0.16666666666666666
"'party snack foods','baking needs',fruit,milk-cream",0.16666666666666666
"jams-spreads,juice-sat-cord-ms",0.1664504971897968
"cheese,'laundry needs'",0.1664504971897968
"'canned vegetables','frozen foods',milk-cream",0.1664504971897968
"sauces-gravy-pkle,'pet foods','frozen foods'",0.1664504971897968
"'bread and cake','baking needs',cheese,'frozen foods'",0.1664504971897968
"'bread and cake',fruit,'frozen foods','party snack foods',biscuits",0.1664504971897968
"vegetables,'bread and cake','canned fruit'",0.16623432771292693
"'baking needs','pet foods','party snack foods'",0.16623432771292693
"'breakfast food',vegetables,'party snack foods'",0.16623432771292693
"margarine,'tissues-paper prd',vegetables,fruit",0.16623432771292693
"sauces-gravy-pkle,'baking needs',fruit,'frozen foods'",0.16623432771292693
"'pet foods',vegetables,fruit,milk-cream",0.16623432771292693
"'breakfast food','bread and cake',vegetables,'frozen foods'",0.16623432771292693
"'breakfast food','baking needs',vegetables,fruit",0.16623432771292693
"vegetables,'laundry needs','frozen foods'",0.16601815823605706
"'bread and cake',margarine,'frozen foods','party snack foods'",0.16601815823605706
"biscuits,'bread and cake','baking needs',cheese",0.16601815823605706
"'tissues-paper prd',cheese,milk-cream",0.1658019887591872
"'bread and cake','canned fruit',milk-cream",0.1658019887591872
"sauces-gravy-pkle,'baking needs',fruit,milk-cream",0.1658019887591872
"'tissues-paper prd',fruit,biscuits,milk-cream",0.1658019887591872
"'bread and cake','pet foods',vegetables,biscuits",0.1658019887591872
"sauces-gravy-pkle,cheese,biscuits",0.16558581928231733
"confectionary,vegetables,biscuits",0.16558581928231733
"wrapping,'bread and cake',fruit",0.16558581928231733
"'pet foods',milk-cream,'party snack foods'",0.16558581928231733
"'breakfast food',sauces-gravy-pkle,'frozen foods'",0.16558581928231733
"'tissues-paper prd',vegetables,fruit,juice-sat-cord-ms",0.16558581928231733
"'party snack foods',vegetables,'frozen foods',juice-sat-cord-ms",0.16558581928231733
"margarine,fruit,'frozen foods',milk-cream",0.16558581928231733
"'baking needs',biscuits,juice-sat-cord-ms,milk-cream",0.16558581928231733
"'bread and cake',vegetables,juice-sat-cord-ms,'baking needs',fruit",0.16558581928231733
"'baking needs',margarine,'canned vegetables'",0.16536964980544747
"milk-cream,cheese,'party snack foods'",0.16536964980544747
"sauces-gravy-pkle,cheese,fruit",0.16536964980544747
"'baking needs',jams-spreads,'bread and cake'",0.16536964980544747
"'baking needs','laundry needs',milk-cream",0.16536964980544747
"'baking needs','laundry needs',fruit",0.16536964980544747
"'bread and cake','canned fruit','frozen foods'",0.16536964980544747
"'bread and cake','laundry needs','party snack foods'",0.16536964980544747
"fruit,'dairy foods','party snack foods'",0.16536964980544747
"fruit,vegetables,cheese,milk-cream",0.16536964980544747
"'party snack foods',fruit,'frozen foods',juice-sat-cord-ms",0.16536964980544747
"'bread and cake','pet foods','frozen foods',milk-cream",0.16536964980544747
"biscuits,'bread and cake','pet foods',fruit",0.16536964980544747
"'breakfast food','bread and cake',vegetables,biscuits",0.16536964980544747
"'bread and cake',fruit,vegetables,margarine,biscuits",0.16536964980544747
"'baking needs','dental needs'",0.1651534803285776
"'baking needs',confectionary,'frozen foods'",0.1651534803285776
"'breakfast food',juice-sat-cord-ms,'party snack foods'",0.1651534803285776
"'bread and cake','prepared meals','frozen foods'",0.1651534803285776
"'small goods','frozen foods'",0.16493731085170774
"vegetables,confectionary,'frozen foods'",0.16493731085170774
"'pet foods',biscuits,juice-sat-cord-ms",0.16493731085170774
"'breakfast food',margarine,milk-cream",0.16493731085170774
"'soft drinks',vegetables,'party snack foods'",0.16493731085170774
"sauces-gravy-pkle,cheese,milk-cream",0.16472114137483787
"'baking needs','bread and cake','canned fruit'",0.16472114137483787
"biscuits,'dairy foods','party snack foods'",0.16472114137483787
"sauces-gravy-pkle,'bread and cake','laundry needs'",0.16472114137483787
"beef,vegetables,'tissues-paper prd'",0.16472114137483787
"sauces-gravy-pkle,'bread and cake',margarine,'frozen foods'",0.16472114137483787
"'breakfast food','bread and cake',fruit,'frozen foods'",0.16472114137483787
"cleaners-polishers,margarine",0.164504971897968
"cheese,juice-sat-cord-ms,'party snack foods'",0.164504971897968
"'baking needs',confectionary,fruit",0.164504971897968
"margarine,cheese,juice-sat-cord-ms",0.164504971897968
"jams-spreads,'bread and cake',fruit",0.164504971897968
"'pet foods',margarine,milk-cream",0.164504971897968
"vegetables,biscuits,juice-sat-cord-ms,milk-cream",0.164504971897968
"margarine,'tissues-paper prd',cheese",0.16428880242109814
"'baking needs','soft drinks','party snack foods'",0.16428880242109814
"vegetables,biscuits,juice-sat-cord-ms,'party snack foods'",0.16428880242109814
"fruit,vegetables,'frozen foods',biscuits,milk-cream",0.16428880242109814
"'bread and cake','tissues-paper prd','dairy foods'",0.16407263294422827
"'baking needs','soft drinks',juice-sat-cord-ms",0.16407263294422827
"'soft drinks',biscuits,juice-sat-cord-ms",0.16407263294422827
"'pet foods',margarine,fruit",0.16407263294422827
"'soft drinks','tissues-paper prd','frozen foods'",0.16407263294422827
"margarine,vegetables,fruit,juice-sat-cord-ms",0.16407263294422827
"sauces-gravy-pkle,'bread and cake','party snack foods',milk-cream",0.16407263294422827
"sauces-gravy-pkle,'baking needs','frozen foods',milk-cream",0.16407263294422827
"'tissues-paper prd','baking needs',biscuits,milk-cream",0.16407263294422827
"margarine,'prepared meals'",0.1638564634673584
"wrapping,'bread and cake','frozen foods'",0.1638564634673584
"beef,'bread and cake','party snack foods'",0.1638564634673584
"'baking needs',biscuits,'laundry needs'",0.1638564634673584
"'soft drinks','bread and cake',fruit,milk-cream",0.1638564634673584
"'bread and cake','frozen foods',margarine,'baking needs',biscuits",0.1638564634673584
"vegetables,deodorants-soap",0.16364029399048854
"'bread and cake','canned vegetables','party snack foods'",0.16364029399048854
"fruit,'laundry needs','frozen foods'",0.16364029399048854
"beef,vegetables,juice-sat-cord-ms",0.16364029399048854
"'pet foods',margarine,'frozen foods'",0.16364029399048854
"sauces-gravy-pkle,'bread and cake',margarine,milk-cream",0.16364029399048854
"'bread and cake',fruit,'frozen foods',juice-sat-cord-ms,biscuits",0.16364029399048854
"'bread and cake',vegetables,'frozen foods',sauces-gravy-pkle,fruit",0.16364029399048854
"'baking needs',deodorants-soap",0.16342412451361868
"confectionary,biscuits,'party snack foods'",0.16342412451361868
"vegetables,stationary,fruit",0.16342412451361868
"'baking needs',margarine,'laundry needs'",0.16342412451361868
"beef,vegetables,margarine",0.16342412451361868
"'bread and cake','tissues-paper prd','party snack foods',milk-cream",0.16342412451361868
"jams-spreads,sauces-gravy-pkle",0.16320795503674881
"wrapping,'bread and cake',biscuits",0.16320795503674881
"'baking needs','bread and cake',stationary",0.16320795503674881
"sauces-gravy-pkle,'bread and cake',juice-sat-cord-ms,milk-cream",0.16320795503674881
"sauces-gravy-pkle,biscuits,'baking needs',fruit",0.16320795503674881
"'bread and cake','canned fish-meat'",0.16299178555987895
"vegetables,'laundry needs',milk-cream",0.16299178555987895
"'bread and cake','canned fruit',biscuits",0.16299178555987895
"'pet foods',juice-sat-cord-ms,milk-cream",0.16299178555987895
"'bread and cake',vegetables,margarine,'baking needs',milk-cream",0.16299178555987895
"'bread and cake','small goods2'",0.16277561608300908
"'bread and cake',confectionary,margarine",0.16277561608300908
"wrapping,'bread and cake',milk-cream",0.16277561608300908
"'bread and cake',margarine,vegetables,'party snack foods'",0.16277561608300908
"'tissues-paper prd',biscuits,'frozen foods',milk-cream",0.16277561608300908
"'bread and cake','pet foods','baking needs','frozen foods'",0.16277561608300908
"fruit,vegetables,'baking needs',biscuits,milk-cream",0.16277561608300908
"'bread and cake',vegetables,'frozen foods',margarine,fruit",0.16277561608300908
"sauces-gravy-pkle,vegetables,'canned vegetables'",0.16255944660613922
"sauces-gravy-pkle,'bread and cake','dairy foods'",0.16255944660613922
"'baking needs',sauces-gravy-pkle,'pet foods'",0.16255944660613922
"sauces-gravy-pkle,biscuits,'frozen foods',milk-cream",0.16255944660613922
"'pet foods',vegetables,fruit,'frozen foods'",0.16255944660613922
"'pet foods',confectionary",0.16234327712926935
"'canned vegetables',biscuits,milk-cream",0.16234327712926935
"sauces-gravy-pkle,vegetables,fruit,juice-sat-cord-ms",0.16234327712926935
"'bread and cake',margarine,fruit,'party snack foods'",0.16234327712926935
"biscuits,'bread and cake',cheese,milk-cream",0.16234327712926935
"'bread and cake',fruit,vegetables,'tissues-paper prd',biscuits",0.16234327712926935
"jams-spreads,'party snack foods'",0.1621271076523995
"stationary,margarine",0.1621271076523995
"'breakfast food',sauces-gravy-pkle,vegetables",0.1621271076523995
"margarine,vegetables,biscuits,milk-cream",0.1621271076523995
"sauces-gravy-pkle,'bread and cake',biscuits,juice-sat-cord-ms",0.1621271076523995
"'breakfast food',vegetables,fruit,milk-cream",0.1621271076523995
"cleaners-polishers,juice-sat-cord-ms",0.16191093817552962
"'breakfast food','party snack foods',milk-cream",0.16191093817552962
"'tissues-paper prd',vegetables,fruit,'party snack foods'",0.16191093817552962
"'bread and cake','frozen foods','party snack foods','baking needs',biscuits",0.16191093817552962
"confectionary,cheese",0.16169476869865976
"'baking needs','tissues-paper prd','canned vegetables'",0.16169476869865976
"jams-spreads,'bread and cake',milk-cream",0.16169476869865976
"sauces-gravy-pkle,'bread and cake','tissues-paper prd',milk-cream",0.16169476869865976
"margarine,'tissues-paper prd','baking needs',biscuits",0.16169476869865976
"'tissues-paper prd',biscuits,'frozen foods','party snack foods'",0.16169476869865976
"vegetables,coffee",0.1614785992217899
"fruit,'dairy foods',juice-sat-cord-ms",0.1614785992217899
"'pet foods',margarine,biscuits",0.1614785992217899
"sauces-gravy-pkle,vegetables,fruit,'party snack foods'",0.1614785992217899
"'bread and cake',vegetables,'party snack foods','baking needs',fruit",0.1614785992217899
"'bread and cake',vegetables,'frozen foods','party snack foods',biscuits",0.1614785992217899
"'bread and cake',vegetables,sauces-gravy-pkle,'baking needs',fruit",0.1614785992217899
"'small goods',biscuits",0.16126242974492003
"jams-spreads,'bread and cake',biscuits",0.16126242974492003
"sauces-gravy-pkle,'tissues-paper prd',vegetables,fruit",0.16126242974492003
"sauces-gravy-pkle,'bread and cake','tissues-paper prd',biscuits",0.16126242974492003
"'pet foods','baking needs',vegetables,fruit",0.16126242974492003
"'bread and cake',vegetables,'party snack foods',fruit,milk-cream",0.16126242974492003
"margarine,'baking needs',biscuits,juice-sat-cord-ms",0.16104626026805016
"'soft drinks','bread and cake',fruit,'frozen foods'",0.16104626026805016
"vegetables,'canned fruit',fruit",0.1608300907911803
"'baking needs','bread and cake','prepared meals'",0.1608300907911803
"jams-spreads,vegetables,'bread and cake'",0.1608300907911803
"'breakfast food',sauces-gravy-pkle,fruit",0.1608300907911803
"biscuits,fruit,vegetables,cheese",0.1608300907911803
"'frozen foods',margarine,biscuits,juice-sat-cord-ms",0.1608300907911803
"'frozen foods','tissues-paper prd','baking needs',juice-sat-cord-ms",0.1608300907911803
"sauces-gravy-pkle,'baking needs','frozen foods','party snack foods'",0.1608300907911803
"'bread and cake',vegetables,sauces-gravy-pkle,fruit,milk-cream",0.1608300907911803
"sauces-gravy-pkle,stationary",0.16061392131431043
"margarine,'canned vegetables','frozen foods'",0.16061392131431043
"'laundry needs','frozen foods',milk-cream",0.16061392131431043
"'breakfast food','tissues-paper prd',milk-cream",0.16061392131431043
"margarine,'baking needs',vegetables,juice-sat-cord-ms",0.16061392131431043
"'soft drinks','bread and cake',biscuits,'frozen foods'",0.16061392131431043
"beef,margarine,'frozen foods'",0.16039775183744057
"'breakfast food','bread and cake',cheese",0.16039775183744057
"vegetables,'dairy foods','party snack foods'",0.16039775183744057
"margarine,'tissues-paper prd','baking needs',fruit",0.16039775183744057
"'bread and cake',vegetables,'frozen foods',margarine,'baking needs'",0.16039775183744057
"'canned vegetables','frozen foods',juice-sat-cord-ms",0.1601815823605707
"'bread and cake',cheese,'frozen foods',milk-cream",0.1601815823605707
"beef,margarine,'baking needs'",0.1599654128837008
"'breakfast food',sauces-gravy-pkle,biscuits",0.1599654128837008
"'baking needs',vegetables,juice-sat-cord-ms,'party snack foods'",0.1599654128837008
"'bread and cake','tissues-paper prd',juice-sat-cord-ms,'party snack foods'",0.1599654128837008
"'bread and cake',margarine,'baking needs',cheese",0.1599654128837008
"'soft drinks','bread and cake','frozen foods',milk-cream",0.1599654128837008
poultry,0.15974924340683094
"'frozen foods','dental needs'",0.15974924340683094
"biscuits,margarine,'canned vegetables'",0.15974924340683094
"sauces-gravy-pkle,'bread and cake',margarine,fruit",0.15974924340683094
"sauces-gravy-pkle,'bread and cake',margarine,biscuits",0.15974924340683094
"'breakfast food','baking needs',biscuits,'frozen foods'",0.15974924340683094
"'canned fruit','tissues-paper prd'",0.15953307392996108
"sauces-gravy-pkle,'pet foods',milk-cream",0.15953307392996108
"'bread and cake',margarine,'baking needs',fruit,milk-cream",0.15953307392996108
"vegetables,margarine,'canned vegetables'",0.1593169044530912
"'frozen foods','dairy foods','party snack foods'",0.1593169044530912
"'tissues-paper prd',vegetables,biscuits,milk-cream",0.1593169044530912
"'bread and cake','pet foods','baking needs',biscuits",0.1593169044530912
"'soft drinks','dairy foods'",0.15910073497622135
"'tissues-paper prd',cheese,juice-sat-cord-ms",0.15910073497622135
"sauces-gravy-pkle,'canned vegetables','frozen foods'",0.15910073497622135
"wrapping,vegetables,fruit",0.15910073497622135
"vegetables,'tissues-paper prd','laundry needs'",0.15910073497622135
"'baking needs','soft drinks','tissues-paper prd'",0.15910073497622135
"beef,biscuits,milk-cream",0.15910073497622135
"coffee,milk-cream",0.15888456549935148
"fruit,deodorants-soap",0.15888456549935148
"sauces-gravy-pkle,'pet foods',fruit",0.15888456549935148
"'bread and cake',stationary,biscuits",0.15888456549935148
"'bread and cake','pet foods',cheese",0.15888456549935148
"'bread and cake',vegetables,'frozen foods','tissues-paper prd','baking needs'",0.15888456549935148
"'frozen foods',deodorants-soap",0.15866839602248162
"sauces-gravy-pkle,'canned fruit'",0.15866839602248162
"vegetables,'dairy foods',juice-sat-cord-ms",0.15866839602248162
"'pet foods',juice-sat-cord-ms,'party snack foods'",0.15866839602248162
"'soft drinks',sauces-gravy-pkle,'frozen foods'",0.15866839602248162
"'bread and cake','canned vegetables','baking needs',vegetables",0.15866839602248162
"'bread and cake','pet foods',biscuits,milk-cream",0.15866839602248162
"'breakfast food',vegetables,fruit,'frozen foods'",0.15866839602248162
"'bread and cake',vegetables,'frozen foods',juice-sat-cord-ms,biscuits",0.15866839602248162
potatoes,0.15845222654561175
"sauces-gravy-pkle,'baking needs',biscuits,milk-cream",0.15845222654561175
"sauces-gravy-pkle,'tissues-paper prd','baking needs','frozen foods'",0.15845222654561175
"'bread and cake','canned vegetables',biscuits,'frozen foods'",0.15845222654561175
"'bread and cake','tissues-paper prd',confectionary",0.1582360570687419
"sauces-gravy-pkle,'pet foods',biscuits",0.1582360570687419
"sauces-gravy-pkle,'bread and cake',juice-sat-cord-ms,'party snack foods'",0.1582360570687419
"'bread and cake',margarine,vegetables,cheese",0.1582360570687419
"'bread and cake',margarine,'tissues-paper prd',juice-sat-cord-ms",0.1582360570687419
"beef,'bread and cake',fruit,milk-cream",0.1582360570687419
"margarine,'tissues-paper prd',biscuits,'frozen foods'",0.15801988759187202
"margarine,'tissues-paper prd','baking needs',milk-cream",0.15801988759187202
"'breakfast food','bread and cake',biscuits,milk-cream",0.15801988759187202
"sauces-gravy-pkle,margarine,cheese",0.15780371811500216
"beef,'tissues-paper prd','baking needs'",0.15780371811500216
"'party snack foods',biscuits,juice-sat-cord-ms,milk-cream",0.15780371811500216
"sauces-gravy-pkle,'baking needs',biscuits,'party snack foods'",0.15780371811500216
"'bread and cake',fruit,margarine,'baking needs',biscuits",0.15780371811500216
"beef,'soft drinks'",0.1575875486381323
"'baking needs','dairy foods','party snack foods'",0.1575875486381323
"'bread and cake',stationary,'frozen foods'",0.1575875486381323
"'soft drinks',margarine,'frozen foods'",0.1575875486381323
"'bread and cake','frozen foods',juice-sat-cord-ms,'baking needs',biscuits",0.1575875486381323
"'tissues-paper prd','laundry needs','frozen foods'",0.15737137916126243
"'tissues-paper prd','laundry needs',fruit",0.15737137916126243
"beef,sauces-gravy-pkle,vegetables",0.15737137916126243
"beef,'tissues-paper prd','frozen foods'",0.15737137916126243
"beef,'bread and cake','pet foods'",0.15737137916126243
"sauces-gravy-pkle,vegetables,biscuits,milk-cream",0.15737137916126243
"sauces-gravy-pkle,fruit,biscuits,milk-cream",0.15737137916126243
"margarine,biscuits,'frozen foods','party snack foods'",0.15737137916126243
"'soft drinks','bread and cake',biscuits,fruit",0.15737137916126243
"'bread and cake','frozen foods','tissues-paper prd','baking needs',biscuits",0.15737137916126243
"'bread and cake',vegetables,margarine,'baking needs',biscuits",0.15737137916126243
"confectionary,'frozen foods','party snack foods'",0.15715520968439256
"'breakfast food',margarine,juice-sat-cord-ms",0.15715520968439256
"'frozen foods','tissues-paper prd',biscuits,juice-sat-cord-ms",0.15715520968439256
"'bread and cake',vegetables,'tissues-paper prd','baking needs',milk-cream",0.15715520968439256
"'baking needs','bread and cake',cleaners-polishers",0.1569390402075227
"'baking needs','canned vegetables',juice-sat-cord-ms",0.1569390402075227
"biscuits,sauces-gravy-pkle,'canned vegetables'",0.1569390402075227
"vegetables,'tissues-paper prd','canned vegetables'",0.1569390402075227
"'bread and cake','canned vegetables',vegetables,'frozen foods'",0.1569390402075227
"'bread and cake','dairy foods',fruit,milk-cream",0.1569390402075227
"'soft drinks','bread and cake',vegetables,milk-cream",0.1569390402075227
"fruit,vegetables,cheese,'frozen foods'",0.15672287073065283
"sauces-gravy-pkle,'tissues-paper prd','baking needs',vegetables",0.15672287073065283
"sauces-gravy-pkle,'frozen foods','baking needs',juice-sat-cord-ms",0.15672287073065283
"'breakfast food','bread and cake',margarine,'baking needs'",0.15672287073065283
"beef,'bread and cake','frozen foods',milk-cream",0.15672287073065283
"beef,'bread and cake',fruit,'frozen foods'",0.15672287073065283
"'soft drinks','bread and cake',vegetables,'frozen foods'",0.15672287073065283
"'canned fruit','party snack foods'",0.15650670125378296
"'soft drinks','laundry needs'",0.15650670125378296
"'baking needs',sauces-gravy-pkle,'canned vegetables'",0.15650670125378296
"'breakfast food','tissues-paper prd',juice-sat-cord-ms",0.15650670125378296
"jams-spreads,'bread and cake','frozen foods'",0.15650670125378296
"'bread and cake',vegetables,'prepared meals'",0.15650670125378296
"sauces-gravy-pkle,vegetables,'frozen foods','party snack foods'",0.15650670125378296
"'party snack foods',fruit,juice-sat-cord-ms,milk-cream",0.15650670125378296
"'tissues-paper prd','baking needs',biscuits,'party snack foods'",0.15650670125378296
"'tissues-paper prd','baking needs','frozen foods','party snack foods'",0.15650670125378296
"'breakfast food',fruit,vegetables,biscuits",0.15650670125378296
"beef,'frozen foods',juice-sat-cord-ms",0.1562905317769131
"'baking needs','soft drinks',margarine",0.1562905317769131
"biscuits,'laundry needs',fruit",0.1562905317769131
"'bread and cake','prepared meals',fruit",0.1562905317769131
"sauces-gravy-pkle,'frozen foods',biscuits,juice-sat-cord-ms",0.1562905317769131
"'bread and cake',margarine,'party snack foods',milk-cream",0.1562905317769131
"sauces-gravy-pkle,margarine,'baking needs','frozen foods'",0.1562905317769131
"'breakfast food','bread and cake','frozen foods',milk-cream",0.1562905317769131
"biscuits,'dental needs'",0.15607436230004323
"'pet foods',margarine,'tissues-paper prd'",0.15607436230004323
"sauces-gravy-pkle,margarine,'baking needs',vegetables",0.15607436230004323
"'tissues-paper prd','baking needs',vegetables,juice-sat-cord-ms",0.15607436230004323
"'bread and cake',margarine,cheese,fruit",0.15607436230004323
"'bread and cake','frozen foods',margarine,'baking needs',milk-cream",0.15607436230004323
"'bread and cake',fruit,vegetables,sauces-gravy-pkle,biscuits",0.15607436230004323
"confectionary,milk-cream,'party snack foods'",0.15585819282317337
"'baking needs',wrapping,vegetables",0.15585819282317337
"margarine,'tissues-paper prd',vegetables,'frozen foods'",0.15585819282317337
"'baking needs',fruit,juice-sat-cord-ms,'party snack foods'",0.15585819282317337
"'soft drinks','bread and cake',biscuits,milk-cream",0.15585819282317337
"'bread and cake','laundry needs',vegetables,fruit",0.15585819282317337
"'bread and cake','tissues-paper prd','baking needs',fruit,milk-cream",0.15585819282317337
"'bread and cake',fruit,'frozen foods',margarine,biscuits",0.15585819282317337
"'canned vegetables',biscuits,juice-sat-cord-ms",0.1556420233463035
"'bread and cake',cleaners-polishers,vegetables",0.1556420233463035
"'soft drinks','tissues-paper prd',milk-cream",0.1556420233463035
"'frozen foods',margarine,vegetables,juice-sat-cord-ms",0.1556420233463035
"'bread and cake','canned vegetables',fruit,biscuits",0.1556420233463035
"beef,'baking needs',vegetables,fruit",0.1556420233463035
"beef,'bread and cake','baking needs',fruit",0.1556420233463035
"biscuits,coffee",0.15542585386943364
"confectionary,biscuits,juice-sat-cord-ms",0.15542585386943364
"sauces-gravy-pkle,cheese,'party snack foods'",0.15542585386943364
"beef,sauces-gravy-pkle,'frozen foods'",0.15542585386943364
"beef,'bread and cake',biscuits,'frozen foods'",0.15542585386943364
"beef,'bread and cake','baking needs','frozen foods'",0.15542585386943364
"'bread and cake',fruit,'party snack foods','baking needs',biscuits",0.15542585386943364
"'bread and cake','frozen foods',margarine,'baking needs',fruit",0.15542585386943364
"'bread and cake',vegetables,'frozen foods',juice-sat-cord-ms,'baking needs'",0.15542585386943364
"'bread and cake',vegetables,'frozen foods',margarine,biscuits",0.15542585386943364
"'pet foods','tissues-paper prd','party snack foods'",0.15520968439256377
"'frozen foods','dairy foods',juice-sat-cord-ms",0.15520968439256377
"'soft drinks',margarine,biscuits",0.15520968439256377
"sauces-gravy-pkle,vegetables,biscuits,'party snack foods'",0.15520968439256377
"margarine,'baking needs',fruit,juice-sat-cord-ms",0.15520968439256377
"margarine,'baking needs',biscuits,'party snack foods'",0.15520968439256377
"'bread and cake',fruit,'party snack foods',biscuits,milk-cream",0.15520968439256377
"sauces-gravy-pkle,cleaners-polishers",0.1549935149156939
"beef,fruit,juice-sat-cord-ms",0.1549935149156939
"biscuits,vegetables,'laundry needs'",0.1549935149156939
"'frozen foods','tissues-paper prd',vegetables,juice-sat-cord-ms",0.1549935149156939
"'baking needs',vegetables,cheese,milk-cream",0.1549935149156939
"'tissues-paper prd',fruit,biscuits,'party snack foods'",0.1549935149156939
"beef,'bread and cake',vegetables,biscuits",0.1549935149156939
"'soft drinks','bread and cake','baking needs',milk-cream",0.1549935149156939
"beef,vegetables,fruit,'frozen foods'",0.1549935149156939
"sauces-gravy-pkle,'canned vegetables',fruit",0.15477734543882404
"sauces-gravy-pkle,cheese,juice-sat-cord-ms",0.15477734543882404
"vegetables,'canned vegetables',juice-sat-cord-ms",0.15477734543882404
"beef,'tissues-paper prd',fruit",0.15477734543882404
"sauces-gravy-pkle,margarine,vegetables,fruit",0.15477734543882404
"milk-cream,'party snack foods','frozen foods',juice-sat-cord-ms",0.15477734543882404
"beef,vegetables,fruit,milk-cream",0.15477734543882404
"'breakfast food','baking needs',vegetables,'frozen foods'",0.15477734543882404
"'bread and cake','frozen foods','tissues-paper prd','baking needs',fruit",0.15477734543882404
"'bread and cake',fruit,'frozen foods','tissues-paper prd',biscuits",0.15477734543882404
"'tissues-paper prd','canned vegetables','frozen foods'",0.15456117596195418
"confectionary,fruit,'party snack foods'",0.15456117596195418
"beef,'frozen foods','party snack foods'",0.15456117596195418
"'breakfast food',margarine,'tissues-paper prd'",0.15456117596195418
"'baking needs','laundry needs',juice-sat-cord-ms",0.15456117596195418
"sauces-gravy-pkle,'frozen foods',vegetables,juice-sat-cord-ms",0.15456117596195418
"'bread and cake',fruit,cheese,juice-sat-cord-ms",0.15456117596195418
"'bread and cake','dairy foods',fruit,biscuits",0.15456117596195418
"'bread and cake','frozen foods',juice-sat-cord-ms,'baking needs',fruit",0.15456117596195418
"fruit,'frozen foods','baking needs',biscuits,milk-cream",0.15456117596195418
"biscuits,'bread and cake',vegetables,'frozen foods','baking needs',fruit",0.15456117596195418
"deodorants-soap,milk-cream",0.1543450064850843
"vegetables,'dental needs'",0.1543450064850843
"'baking needs',wrapping,'frozen foods'",0.1543450064850843
"biscuits,'tissues-paper prd','canned vegetables'",0.1543450064850843
"margarine,'canned vegetables',fruit",0.1543450064850843
"biscuits,'dairy foods',juice-sat-cord-ms",0.1543450064850843
"'soft drinks','tissues-paper prd',biscuits",0.1543450064850843
"'soft drinks','tissues-paper prd',fruit",0.1543450064850843
"'bread and cake','canned vegetables',vegetables,biscuits",0.1543450064850843
"'tissues-paper prd','baking needs',biscuits,juice-sat-cord-ms",0.1543450064850843
"fruit,'dental needs'",0.15412883700821445
"'breakfast food',confectionary",0.15412883700821445
"margarine,cheese,'party snack foods'",0.15412883700821445
"wrapping,'bread and cake','tissues-paper prd'",0.15412883700821445
"'breakfast food','bread and cake','pet foods'",0.15412883700821445
"'bread and cake',confectionary,vegetables,fruit",0.15412883700821445
"fruit,coffee",0.15391266753134458
"'tissues-paper prd',deodorants-soap",0.15391266753134458
